,episode,round,state,action,reward,done,model,environment
54,4,4,3,1.0,0.0,False,SARSA,FrozenLake-v1
55,4,5,2,3.0,0.0,False,SARSA,FrozenLake-v1
56,4,6,1,1.0,0.0,False,SARSA,FrozenLake-v1
57,4,7,2,0.0,0.0,False,SARSA,FrozenLake-v1
58,4,8,6,,0.0,True,SARSA,FrozenLake-v1
59,5,0,0,2.0,,,SARSA,FrozenLake-v1
60,5,1,0,3.0,0.0,False,SARSA,FrozenLake-v1
61,5,2,1,0.0,0.0,False,SARSA,FrozenLake-v1
62,5,3,5,0.0,0.0,False,SARSA,FrozenLake-v1
63,5,4,4,1.0,0.0,False,SARSA,FrozenLake-v1
64,5,5,8,3.0,0.0,False,SARSA,FrozenLake-v1
65,5,6,4,2.0,0.0,False,SARSA,FrozenLake-v1
66,5,7,8,1.0,0.0,False,SARSA,FrozenLake-v1
67,5,8,12,0.0,0.0,False,SARSA,FrozenLake-v1
68,5,9,12,0.0,0.0,False,SARSA,FrozenLake-v1
69,5,10,12,2.0,0.0,False,SARSA,FrozenLake-v1
70,5,11,13,1.0,0.0,False,SARSA,FrozenLake-v1
71,5,12,13,1.0,0.0,False,SARSA,FrozenLake-v1
72,5,13,13,2.0,0.0,False,SARSA,FrozenLake-v1
73,5,14,14,0.0,0.0,False,SARSA,FrozenLake-v1
74,5,15,10,0.0,0.0,False,SARSA,FrozenLake-v1
75,5,16,9,,0.0,True,SARSA,FrozenLake-v1
76,6,0,0,3.0,,,SARSA,FrozenLake-v1
77,6,1,1,1.0,0.0,False,SARSA,FrozenLake-v1
78,6,2,2,2.0,0.0,False,SARSA,FrozenLake-v1
79,6,3,3,2.0,0.0,False,SARSA,FrozenLake-v1
80,6,4,3,1.0,0.0,False,SARSA,FrozenLake-v1
81,6,5,3,3.0,0.0,False,SARSA,FrozenLake-v1
82,6,6,3,0.0,0.0,False,SARSA,FrozenLake-v1
83,6,7,7,2.0,0.0,False,SARSA,FrozenLake-v1
84,6,8,3,1.0,0.0,False,SARSA,FrozenLake-v1
85,6,9,3,1.0,0.0,False,SARSA,FrozenLake-v1
86,6,10,7,3.0,0.0,False,SARSA,FrozenLake-v1
87,6,11,7,2.0,0.0,False,SARSA,FrozenLake-v1
88,6,12,7,1.0,0.0,False,SARSA,FrozenLake-v1
89,6,13,6,,0.0,True,SARSA,FrozenLake-v1
90,7,0,0,3.0,,,SARSA,FrozenLake-v1
91,7,1,1,2.0,0.0,False,SARSA,FrozenLake-v1
92,7,2,5,3.0,0.0,False,SARSA,FrozenLake-v1
93,7,3,4,1.0,0.0,False,SARSA,FrozenLake-v1
94,7,4,4,2.0,0.0,False,SARSA,FrozenLake-v1
95,7,5,8,1.0,0.0,False,SARSA,FrozenLake-v1
96,7,6,12,1.0,0.0,False,SARSA,FrozenLake-v1
97,7,7,12,2.0,0.0,False,SARSA,FrozenLake-v1
98,7,8,13,3.0,0.0,False,SARSA,FrozenLake-v1
99,7,9,14,0.0,0.0,False,SARSA,FrozenLake-v1
100,7,10,14,3.0,0.0,False,SARSA,FrozenLake-v1
101,7,11,10,3.0,0.0,False,SARSA,FrozenLake-v1
102,7,12,11,2.0,0.0,False,SARSA,FrozenLake-v1
103,7,13,15,,1.0,True,SARSA,FrozenLake-v1
104,8,0,0,2.0,,,SARSA,FrozenLake-v1
105,8,1,0,0.0,0.0,False,SARSA,FrozenLake-v1
106,8,2,4,3.0,0.0,False,SARSA,FrozenLake-v1
107,8,3,4,0.0,0.0,False,SARSA,FrozenLake-v1
108,8,4,0,2.0,0.0,False,SARSA,FrozenLake-v1
109,8,5,0,0.0,0.0,False,SARSA,FrozenLake-v1
110,8,6,0,1.0,0.0,False,SARSA,FrozenLake-v1
111,8,7,4,3.0,0.0,False,SARSA,FrozenLake-v1
112,8,8,4,0.0,0.0,False,SARSA,FrozenLake-v1
113,8,9,4,0.0,0.0,False,SARSA,FrozenLake-v1
114,8,10,4,3.0,0.0,False,SARSA,FrozenLake-v1
115,8,11,5,1.0,0.0,False,SARSA,FrozenLake-v1
116,8,12,6,,0.0,True,SARSA,FrozenLake-v1
117,9,0,0,1.0,,,SARSA,FrozenLake-v1
118,9,1,1,3.0,0.0,False,SARSA,FrozenLake-v1
119,9,2,1,1.0,0.0,False,SARSA,FrozenLake-v1
120,9,3,5,2.0,0.0,False,SARSA,FrozenLake-v1
121,9,4,1,3.0,0.0,False,SARSA,FrozenLake-v1
122,9,5,1,1.0,0.0,False,SARSA,FrozenLake-v1
123,9,6,5,0.0,0.0,False,SARSA,FrozenLake-v1
124,9,7,4,1.0,0.0,False,SARSA,FrozenLake-v1
125,9,8,4,2.0,0.0,False,SARSA,FrozenLake-v1
126,9,9,5,2.0,0.0,False,SARSA,FrozenLake-v1
127,9,10,1,0.0,0.0,False,SARSA,FrozenLake-v1
128,9,11,1,2.0,0.0,False,SARSA,FrozenLake-v1
129,9,12,5,0.0,0.0,False,SARSA,FrozenLake-v1
130,9,13,4,3.0,0.0,False,SARSA,FrozenLake-v1
131,9,14,5,3.0,0.0,False,SARSA,FrozenLake-v1
132,9,15,6,,0.0,True,SARSA,FrozenLake-v1
133,10,0,0,3.0,,,SARSA,FrozenLake-v1
134,10,1,0,1.0,0.0,False,SARSA,FrozenLake-v1
135,10,2,1,3.0,0.0,False,SARSA,FrozenLake-v1
136,10,3,0,0.0,0.0,False,SARSA,FrozenLake-v1
137,10,4,4,1.0,0.0,False,SARSA,FrozenLake-v1
138,10,5,4,1.0,0.0,False,SARSA,FrozenLake-v1
139,10,6,5,0.0,0.0,False,SARSA,FrozenLake-v1
140,10,7,1,1.0,0.0,False,SARSA,FrozenLake-v1
141,10,8,5,3.0,0.0,False,SARSA,FrozenLake-v1
142,10,9,6,,0.0,True,SARSA,FrozenLake-v1
143,11,0,0,1.0,,,SARSA,FrozenLake-v1
144,11,1,0,0.0,0.0,False,SARSA,FrozenLake-v1
145,11,2,4,0.0,0.0,False,SARSA,FrozenLake-v1
146,11,3,0,2.0,0.0,False,SARSA,FrozenLake-v1
147,11,4,4,0.0,0.0,False,SARSA,FrozenLake-v1
148,11,5,4,1.0,0.0,False,SARSA,FrozenLake-v1
149,11,6,8,0.0,0.0,False,SARSA,FrozenLake-v1
150,11,7,8,3.0,0.0,False,SARSA,FrozenLake-v1
151,11,8,4,3.0,0.0,False,SARSA,FrozenLake-v1
152,11,9,5,2.0,0.0,False,SARSA,FrozenLake-v1
153,11,10,6,,0.0,True,SARSA,FrozenLake-v1
154,12,0,0,2.0,,,SARSA,FrozenLake-v1
155,12,1,0,3.0,0.0,False,SARSA,FrozenLake-v1
156,12,2,0,2.0,0.0,False,SARSA,FrozenLake-v1
157,12,3,4,3.0,0.0,False,SARSA,FrozenLake-v1
158,12,4,0,2.0,0.0,False,SARSA,FrozenLake-v1
159,12,5,1,3.0,0.0,False,SARSA,FrozenLake-v1
160,12,6,0,1.0,0.0,False,SARSA,FrozenLake-v1
161,12,7,0,1.0,0.0,False,SARSA,FrozenLake-v1
162,12,8,0,2.0,0.0,False,SARSA,FrozenLake-v1
163,12,9,1,2.0,0.0,False,SARSA,FrozenLake-v1
164,12,10,2,1.0,0.0,False,SARSA,FrozenLake-v1
165,12,11,6,,0.0,True,SARSA,FrozenLake-v1
166,13,0,0,2.0,,,SARSA,FrozenLake-v1
167,13,1,1,0.0,0.0,False,SARSA,FrozenLake-v1
168,13,2,0,2.0,0.0,False,SARSA,FrozenLake-v1
169,13,3,1,2.0,0.0,False,SARSA,FrozenLake-v1
170,13,4,5,3.0,0.0,False,SARSA,FrozenLake-v1
171,13,5,4,2.0,0.0,False,SARSA,FrozenLake-v1
172,13,6,0,2.0,0.0,False,SARSA,FrozenLake-v1
173,13,7,1,0.0,0.0,False,SARSA,FrozenLake-v1
174,13,8,0,3.0,0.0,False,SARSA,FrozenLake-v1
175,13,9,0,3.0,0.0,False,SARSA,FrozenLake-v1
176,13,10,0,2.0,0.0,False,SARSA,FrozenLake-v1
177,13,11,1,1.0,0.0,False,SARSA,FrozenLake-v1
178,13,12,5,1.0,0.0,False,SARSA,FrozenLake-v1
179,13,13,4,0.0,0.0,False,SARSA,FrozenLake-v1
180,13,14,4,2.0,0.0,False,SARSA,FrozenLake-v1
181,13,15,8,1.0,0.0,False,SARSA,FrozenLake-v1
182,13,16,12,1.0,0.0,False,SARSA,FrozenLake-v1
183,13,17,13,0.0,0.0,False,SARSA,FrozenLake-v1
184,13,18,12,0.0,0.0,False,SARSA,FrozenLake-v1
185,13,19,12,1.0,0.0,False,SARSA,FrozenLake-v1
186,13,20,13,2.0,0.0,False,SARSA,FrozenLake-v1
187,13,21,13,2.0,0.0,False,SARSA,FrozenLake-v1
188,13,22,13,1.0,0.0,False,SARSA,FrozenLake-v1
189,13,23,13,2.0,0.0,False,SARSA,FrozenLake-v1
190,13,24,9,,0.0,True,SARSA,FrozenLake-v1
191,14,0,0,3.0,,,SARSA,FrozenLake-v1
192,14,1,0,1.0,0.0,False,SARSA,FrozenLake-v1
193,14,2,0,2.0,0.0,False,SARSA,FrozenLake-v1
194,14,3,0,1.0,0.0,False,SARSA,FrozenLake-v1
195,14,4,1,3.0,0.0,False,SARSA,FrozenLake-v1
196,14,5,1,3.0,0.0,False,SARSA,FrozenLake-v1
197,14,6,1,3.0,0.0,False,SARSA,FrozenLake-v1
198,14,7,2,2.0,0.0,False,SARSA,FrozenLake-v1
199,14,8,3,0.0,0.0,False,SARSA,FrozenLake-v1
200,14,9,3,1.0,0.0,False,SARSA,FrozenLake-v1
201,14,10,7,3.0,0.0,False,SARSA,FrozenLake-v1
202,14,11,3,0.0,0.0,False,SARSA,FrozenLake-v1
203,14,12,3,0.0,0.0,False,SARSA,FrozenLake-v1
204,14,13,3,0.0,0.0,False,SARSA,FrozenLake-v1
205,14,14,7,0.0,0.0,False,SARSA,FrozenLake-v1
206,14,15,3,0.0,0.0,False,SARSA,FrozenLake-v1
207,14,16,2,1.0,0.0,False,SARSA,FrozenLake-v1
208,14,17,6,,0.0,True,SARSA,FrozenLake-v1
209,15,0,0,2.0,,,SARSA,FrozenLake-v1
210,15,1,4,0.0,0.0,False,SARSA,FrozenLake-v1
211,15,2,4,2.0,0.0,False,SARSA,FrozenLake-v1
212,15,3,8,2.0,0.0,False,SARSA,FrozenLake-v1
213,15,4,4,3.0,0.0,False,SARSA,FrozenLake-v1
214,15,5,0,3.0,0.0,False,SARSA,FrozenLake-v1
215,15,6,0,2.0,0.0,False,SARSA,FrozenLake-v1
216,15,7,0,2.0,0.0,False,SARSA,FrozenLake-v1
217,15,8,0,1.0,0.0,False,SARSA,FrozenLake-v1
218,15,9,1,2.0,0.0,False,SARSA,FrozenLake-v1
219,15,10,5,1.0,0.0,False,SARSA,FrozenLake-v1
220,15,11,9,,0.0,True,SARSA,FrozenLake-v1
221,16,0,0,0.0,,,SARSA,FrozenLake-v1
222,16,1,4,1.0,0.0,False,SARSA,FrozenLake-v1
223,16,2,5,0.0,0.0,False,SARSA,FrozenLake-v1
224,16,3,1,1.0,0.0,False,SARSA,FrozenLake-v1
225,16,4,0,3.0,0.0,False,SARSA,FrozenLake-v1
226,16,5,0,0.0,0.0,False,SARSA,FrozenLake-v1
227,16,6,0,1.0,0.0,False,SARSA,FrozenLake-v1
228,16,7,4,1.0,0.0,False,SARSA,FrozenLake-v1
229,16,8,4,0.0,0.0,False,SARSA,FrozenLake-v1
230,16,9,8,1.0,0.0,False,SARSA,FrozenLake-v1
231,16,10,12,0.0,0.0,False,SARSA,FrozenLake-v1
232,16,11,8,3.0,0.0,False,SARSA,FrozenLake-v1
233,16,12,4,2.0,0.0,False,SARSA,FrozenLake-v1
234,16,13,8,1.0,0.0,False,SARSA,FrozenLake-v1
235,16,14,9,,0.0,True,SARSA,FrozenLake-v1
236,17,0,0,3.0,,,SARSA,FrozenLake-v1
237,17,1,0,0.0,0.0,False,SARSA,FrozenLake-v1
238,17,2,4,0.0,0.0,False,SARSA,FrozenLake-v1
239,17,3,0,1.0,0.0,False,SARSA,FrozenLake-v1
240,17,4,1,0.0,0.0,False,SARSA,FrozenLake-v1
241,17,5,1,2.0,0.0,False,SARSA,FrozenLake-v1
242,17,6,1,3.0,0.0,False,SARSA,FrozenLake-v1
243,17,7,0,1.0,0.0,False,SARSA,FrozenLake-v1
244,17,8,0,1.0,0.0,False,SARSA,FrozenLake-v1
245,17,9,0,0.0,0.0,False,SARSA,FrozenLake-v1
246,17,10,0,2.0,0.0,False,SARSA,FrozenLake-v1
247,17,11,1,0.0,0.0,False,SARSA,FrozenLake-v1
248,17,12,0,1.0,0.0,False,SARSA,FrozenLake-v1
249,17,13,1,2.0,0.0,False,SARSA,FrozenLake-v1
250,17,14,1,3.0,0.0,False,SARSA,FrozenLake-v1
251,17,15,2,2.0,0.0,False,SARSA,FrozenLake-v1
252,17,16,6,,0.0,True,SARSA,FrozenLake-v1
253,18,0,0,3.0,,,SARSA,FrozenLake-v1
254,18,1,0,1.0,0.0,False,SARSA,FrozenLake-v1
255,18,2,0,2.0,0.0,False,SARSA,FrozenLake-v1
256,18,3,0,1.0,0.0,False,SARSA,FrozenLake-v1
257,18,4,1,0.0,0.0,False,SARSA,FrozenLake-v1
258,18,5,1,1.0,0.0,False,SARSA,FrozenLake-v1
259,18,6,2,3.0,0.0,False,SARSA,FrozenLake-v1
260,18,7,1,0.0,0.0,False,SARSA,FrozenLake-v1
261,18,8,5,3.0,0.0,False,SARSA,FrozenLake-v1
262,18,9,1,2.0,0.0,False,SARSA,FrozenLake-v1
263,18,10,1,2.0,0.0,False,SARSA,FrozenLake-v1
264,18,11,5,0.0,0.0,False,SARSA,FrozenLake-v1
265,18,12,9,,0.0,True,SARSA,FrozenLake-v1
266,19,0,0,2.0,,,SARSA,FrozenLake-v1
267,19,1,1,0.0,0.0,False,SARSA,FrozenLake-v1
268,19,2,5,2.0,0.0,False,SARSA,FrozenLake-v1
269,19,3,6,,0.0,True,SARSA,FrozenLake-v1
270,20,0,0,0.0,,,SARSA,FrozenLake-v1
271,20,1,0,0.0,0.0,False,SARSA,FrozenLake-v1
272,20,2,4,1.0,0.0,False,SARSA,FrozenLake-v1
273,20,3,8,1.0,0.0,False,SARSA,FrozenLake-v1
274,20,4,8,3.0,0.0,False,SARSA,FrozenLake-v1
275,20,5,4,3.0,0.0,False,SARSA,FrozenLake-v1
276,20,6,5,0.0,0.0,False,SARSA,FrozenLake-v1
277,20,7,1,1.0,0.0,False,SARSA,FrozenLake-v1
278,20,8,2,2.0,0.0,False,SARSA,FrozenLake-v1
279,20,9,2,1.0,0.0,False,SARSA,FrozenLake-v1
280,20,10,6,,0.0,True,SARSA,FrozenLake-v1
281,21,0,0,3.0,,,SARSA,FrozenLake-v1
282,21,1,0,3.0,0.0,False,SARSA,FrozenLake-v1
283,21,2,0,0.0,0.0,False,SARSA,FrozenLake-v1
284,21,3,0,1.0,0.0,False,SARSA,FrozenLake-v1
285,21,4,0,3.0,0.0,False,SARSA,FrozenLake-v1
286,21,5,0,1.0,0.0,False,SARSA,FrozenLake-v1
287,21,6,0,2.0,0.0,False,SARSA,FrozenLake-v1
288,21,7,1,0.0,0.0,False,SARSA,FrozenLake-v1
289,21,8,0,2.0,0.0,False,SARSA,FrozenLake-v1
290,21,9,4,1.0,0.0,False,SARSA,FrozenLake-v1
291,21,10,8,3.0,0.0,False,SARSA,FrozenLake-v1
292,21,11,8,3.0,0.0,False,SARSA,FrozenLake-v1
293,21,12,4,2.0,0.0,False,SARSA,FrozenLake-v1
294,21,13,0,1.0,0.0,False,SARSA,FrozenLake-v1
295,21,14,1,1.0,0.0,False,SARSA,FrozenLake-v1
296,21,15,5,2.0,0.0,False,SARSA,FrozenLake-v1
297,21,16,9,,0.0,True,SARSA,FrozenLake-v1
298,22,0,0,1.0,,,SARSA,FrozenLake-v1
299,22,1,0,0.0,0.0,False,SARSA,FrozenLake-v1
300,22,2,0,0.0,0.0,False,SARSA,FrozenLake-v1
301,22,3,0,3.0,0.0,False,SARSA,FrozenLake-v1
302,22,4,0,1.0,0.0,False,SARSA,FrozenLake-v1
303,22,5,1,1.0,0.0,False,SARSA,FrozenLake-v1
304,22,6,2,3.0,0.0,False,SARSA,FrozenLake-v1
305,22,7,2,3.0,0.0,False,SARSA,FrozenLake-v1
306,22,8,3,2.0,0.0,False,SARSA,FrozenLake-v1
307,22,9,3,3.0,0.0,False,SARSA,FrozenLake-v1
308,22,10,3,0.0,0.0,False,SARSA,FrozenLake-v1
309,22,11,2,0.0,0.0,False,SARSA,FrozenLake-v1
310,22,12,1,2.0,0.0,False,SARSA,FrozenLake-v1
311,22,13,5,2.0,0.0,False,SARSA,FrozenLake-v1
312,22,14,9,,0.0,True,SARSA,FrozenLake-v1
313,23,0,0,0.0,,,SARSA,FrozenLake-v1
314,23,1,0,0.0,0.0,False,SARSA,FrozenLake-v1
315,23,2,0,1.0,0.0,False,SARSA,FrozenLake-v1
316,23,3,0,1.0,0.0,False,SARSA,FrozenLake-v1
317,23,4,4,0.0,0.0,False,SARSA,FrozenLake-v1
318,23,5,4,1.0,0.0,False,SARSA,FrozenLake-v1
319,23,6,4,0.0,0.0,False,SARSA,FrozenLake-v1
320,23,7,0,2.0,0.0,False,SARSA,FrozenLake-v1
321,23,8,1,0.0,0.0,False,SARSA,FrozenLake-v1
322,23,9,1,0.0,0.0,False,SARSA,FrozenLake-v1
323,23,10,1,3.0,0.0,False,SARSA,FrozenLake-v1
324,23,11,2,2.0,0.0,False,SARSA,FrozenLake-v1
325,23,12,2,3.0,0.0,False,SARSA,FrozenLake-v1
326,23,13,2,1.0,0.0,False,SARSA,FrozenLake-v1
327,23,14,1,3.0,0.0,False,SARSA,FrozenLake-v1
328,23,15,1,1.0,0.0,False,SARSA,FrozenLake-v1
329,23,16,5,2.0,0.0,False,SARSA,FrozenLake-v1
330,23,17,1,2.0,0.0,False,SARSA,FrozenLake-v1
331,23,18,2,2.0,0.0,False,SARSA,FrozenLake-v1
332,23,19,6,,0.0,True,SARSA,FrozenLake-v1
333,24,0,0,2.0,,,SARSA,FrozenLake-v1
334,24,1,0,2.0,0.0,False,SARSA,FrozenLake-v1
335,24,2,0,3.0,0.0,False,SARSA,FrozenLake-v1
336,24,3,0,0.0,0.0,False,SARSA,FrozenLake-v1
337,24,4,0,0.0,0.0,False,SARSA,FrozenLake-v1
338,24,5,0,2.0,0.0,False,SARSA,FrozenLake-v1
339,24,6,0,2.0,0.0,False,SARSA,FrozenLake-v1
340,24,7,0,1.0,0.0,False,SARSA,FrozenLake-v1
341,24,8,4,3.0,0.0,False,SARSA,FrozenLake-v1
342,24,9,5,2.0,0.0,False,SARSA,FrozenLake-v1
343,24,10,6,,0.0,True,SARSA,FrozenLake-v1
344,25,0,0,0.0,,,SARSA,FrozenLake-v1
345,25,1,0,1.0,0.0,False,SARSA,FrozenLake-v1
346,25,2,0,2.0,0.0,False,SARSA,FrozenLake-v1
347,25,3,4,3.0,0.0,False,SARSA,FrozenLake-v1
348,25,4,4,2.0,0.0,False,SARSA,FrozenLake-v1
349,25,5,0,1.0,0.0,False,SARSA,FrozenLake-v1
350,25,6,4,0.0,0.0,False,SARSA,FrozenLake-v1
351,25,7,0,1.0,0.0,False,SARSA,FrozenLake-v1
352,25,8,4,1.0,0.0,False,SARSA,FrozenLake-v1
353,25,9,4,1.0,0.0,False,SARSA,FrozenLake-v1
354,25,10,8,3.0,0.0,False,SARSA,FrozenLake-v1
355,25,11,4,0.0,0.0,False,SARSA,FrozenLake-v1
356,25,12,8,1.0,0.0,False,SARSA,FrozenLake-v1
357,25,13,8,1.0,0.0,False,SARSA,FrozenLake-v1
358,25,14,8,3.0,0.0,False,SARSA,FrozenLake-v1
359,25,15,9,,0.0,True,SARSA,FrozenLake-v1
360,26,0,0,3.0,,,SARSA,FrozenLake-v1
361,26,1,1,0.0,0.0,False,SARSA,FrozenLake-v1
362,26,2,5,2.0,0.0,False,SARSA,FrozenLake-v1
363,26,3,9,,0.0,True,SARSA,FrozenLake-v1
364,27,0,0,2.0,,,SARSA,FrozenLake-v1
365,27,1,1,1.0,0.0,False,SARSA,FrozenLake-v1
366,27,2,0,3.0,0.0,False,SARSA,FrozenLake-v1
367,27,3,0,1.0,0.0,False,SARSA,FrozenLake-v1
368,27,4,0,2.0,0.0,False,SARSA,FrozenLake-v1
369,27,5,0,0.0,0.0,False,SARSA,FrozenLake-v1
370,27,6,0,2.0,0.0,False,SARSA,FrozenLake-v1
371,27,7,0,2.0,0.0,False,SARSA,FrozenLake-v1
372,27,8,0,0.0,0.0,False,SARSA,FrozenLake-v1
373,27,9,0,3.0,0.0,False,SARSA,FrozenLake-v1
374,27,10,0,2.0,0.0,False,SARSA,FrozenLake-v1
375,27,11,0,2.0,0.0,False,SARSA,FrozenLake-v1
376,27,12,0,3.0,0.0,False,SARSA,FrozenLake-v1
377,27,13,0,3.0,0.0,False,SARSA,FrozenLake-v1
378,27,14,1,1.0,0.0,False,SARSA,FrozenLake-v1
379,27,15,5,1.0,0.0,False,SARSA,FrozenLake-v1
380,27,16,9,,0.0,True,SARSA,FrozenLake-v1
381,28,0,0,1.0,,,SARSA,FrozenLake-v1
382,28,1,4,3.0,0.0,False,SARSA,FrozenLake-v1
383,28,2,0,0.0,0.0,False,SARSA,FrozenLake-v1
384,28,3,0,1.0,0.0,False,SARSA,FrozenLake-v1
385,28,4,4,3.0,0.0,False,SARSA,FrozenLake-v1
386,28,5,5,0.0,0.0,False,SARSA,FrozenLake-v1
387,28,6,9,,0.0,True,SARSA,FrozenLake-v1
388,29,0,0,3.0,,,SARSA,FrozenLake-v1
389,29,1,0,0.0,0.0,False,SARSA,FrozenLake-v1
390,29,2,0,2.0,0.0,False,SARSA,FrozenLake-v1
391,29,3,4,1.0,0.0,False,SARSA,FrozenLake-v1
392,29,4,5,3.0,0.0,False,SARSA,FrozenLake-v1
393,29,5,4,2.0,0.0,False,SARSA,FrozenLake-v1
394,29,6,5,0.0,0.0,False,SARSA,FrozenLake-v1
395,29,7,9,,0.0,True,SARSA,FrozenLake-v1
396,30,0,0,2.0,,,SARSA,FrozenLake-v1
397,30,1,0,2.0,0.0,False,SARSA,FrozenLake-v1
398,30,2,0,1.0,0.0,False,SARSA,FrozenLake-v1
399,30,3,1,3.0,0.0,False,SARSA,FrozenLake-v1
400,30,4,0,1.0,0.0,False,SARSA,FrozenLake-v1
401,30,5,0,0.0,0.0,False,SARSA,FrozenLake-v1
402,30,6,0,0.0,0.0,False,SARSA,FrozenLake-v1
403,30,7,4,3.0,0.0,False,SARSA,FrozenLake-v1
404,30,8,5,2.0,0.0,False,SARSA,FrozenLake-v1
405,30,9,1,2.0,0.0,False,SARSA,FrozenLake-v1
406,30,10,5,2.0,0.0,False,SARSA,FrozenLake-v1
407,30,11,1,1.0,0.0,False,SARSA,FrozenLake-v1
408,30,12,5,0.0,0.0,False,SARSA,FrozenLake-v1
409,30,13,1,2.0,0.0,False,SARSA,FrozenLake-v1
410,30,14,1,2.0,0.0,False,SARSA,FrozenLake-v1
411,30,15,2,3.0,0.0,False,SARSA,FrozenLake-v1
412,30,16,2,0.0,0.0,False,SARSA,FrozenLake-v1
413,30,17,1,0.0,0.0,False,SARSA,FrozenLake-v1
414,30,18,5,1.0,0.0,False,SARSA,FrozenLake-v1
415,30,19,6,,0.0,True,SARSA,FrozenLake-v1
416,31,0,0,0.0,,,SARSA,FrozenLake-v1
417,31,1,0,2.0,0.0,False,SARSA,FrozenLake-v1
418,31,2,1,0.0,0.0,False,SARSA,FrozenLake-v1
419,31,3,5,0.0,0.0,False,SARSA,FrozenLake-v1
420,31,4,4,3.0,0.0,False,SARSA,FrozenLake-v1
421,31,5,4,1.0,0.0,False,SARSA,FrozenLake-v1
422,31,6,8,2.0,0.0,False,SARSA,FrozenLake-v1
423,31,7,9,,0.0,True,SARSA,FrozenLake-v1
424,32,0,0,3.0,,,SARSA,FrozenLake-v1
425,32,1,1,0.0,0.0,False,SARSA,FrozenLake-v1
426,32,2,0,2.0,0.0,False,SARSA,FrozenLake-v1
427,32,3,1,0.0,0.0,False,SARSA,FrozenLake-v1
428,32,4,5,3.0,0.0,False,SARSA,FrozenLake-v1
